user_id,signup_month,activity_month,active
29,2024-05,2024-03,0
29,2024-05,2024-04,0
29,2024-05,2024-05,0
29,2024-05,2024-06,0
30,2024-05,2024-01,0
30,2024-05,2024-02,0
30,2024-05,2024-03,0
30,2024-05,2024-04,0
30,2024-05,2024-05,1
30,2024-05,2024-06,0
31,2024-03,2024-01,0
31,2024-03,2024-02,0
31,2024-03,2024-03,0
31,2024-03,2024-04,0
31,2024-03,2024-05,0
31,2024-03,2024-06,1
32,2024-06,2024-01,0
32,2024-06,2024-02,0
32,2024-06,2024-03,0
32,2024-06,2024-04,0
32,2024-06,2024-05,0
32,2024-06,2024-06,1
33,2024-01,2024-01,0
33,2024-01,2024-02,1
33,2024-01,2024-03,1
33,2024-01,2024-04,1
33,2024-01,2024-05,0
33,2024-01,2024-06,0
34,2024-04,2024-01,0
34,2024-04,2024-02,0
34,2024-04,2024-03,0
34,2024-04,2024-04,1
34,2024-04,2024-05,1
34,2024-04,2024-06,1
35,2024-04,2024-01,0
35,2024-04,2024-02,0
35,2024-04,2024-03,0
35,2024-04,2024-04,0
35,2024-04,2024-05,0
35,2024-04,2024-06,0
36,2024-01,2024-01,1
36,2024-01,2024-02,1
36,2024-01,2024-03,0
36,2024-01,2024-04,1
36,2024-01,2024-05,1
36,2024-01,2024-06,1
37,2024-01,2024-01,1
37,2024-01,2024-02,1
37,2024-01,2024-03,1
37,2024-01,2024-04,0
37,2024-01,2024-05,1
37,2024-01,2024-06,0
38,2024-03,2024-01,0
38,2024-03,2024-02,0
38,2024-03,2024-03,1
38,2024-03,2024-04,1
38,2024-03,2024-05,1
38,2024-03,2024-06,1
39,2024-03,2024-01,0
39,2024-03,2024-02,0
39,2024-03,2024-03,1
39,2024-03,2024-04,0
39,2024-03,2024-05,0
39,2024-03,2024-06,0
40,2024-03,2024-01,0
40,2024-03,2024-02,0
40,2024-03,2024-03,0
40,2024-03,2024-04,0
40,2024-03,2024-05,1
40,2024-03,2024-06,0
41,2024-03,2024-01,0
41,2024-03,2024-02,0
41,2024-03,2024-03,0
41,2024-03,2024-04,0
41,2024-03,2024-05,1
41,2024-03,2024-06,1
42,2024-06,2024-01,0
42,2024-06,2024-02,0
42,2024-06,2024-03,0
42,2024-06,2024-04,0
42,2024-06,2024-05,0
42,2024-06,2024-06,0
43,2024-05,2024-01,0
43,2024-05,2024-02,0
43,2024-05,2024-03,0
43,2024-05,2024-04,0
43,2024-05,2024-05,0
43,2024-05,2024-06,0
44,2024-06,2024-01,0
44,2024-06,2024-02,0
44,2024-06,2024-03,0
44,2024-06,2024-04,0
44,2024-06,2024-05,0
44,2024-06,2024-06,0
45,2024-04,2024-01,0
45,2024-04,2024-02,0
45,2024-04,2024-03,0
45,2024-04,2024-04,1
45,2024-04,2024-05,1
45,2024-04,2024-06,0
46,2024-02,2024-01,0
46,2024-02,2024-02,0
46,2024-02,2024-03,0
46,2024-02,2024-04,1
46,2024-02,2024-05,1
46,2024-02,2024-06,1
47,2024-05,2024-01,0
47,2024-05,2024-02,0
47,2024-05,2024-03,0
47,2024-05,2024-04,0
47,2024-05,2024-05,0
47,2024-05,2024-06,1
48,2024-02,2024-01,0
48,2024-02,2024-02,0
48,2024-02,2024-03,0
48,2024-02,2024-04,1
48,2024-02,2024-05,1
48,2024-02,2024-06,1
49,2024-05,2024-01,0
49,2024-05,2024-02,0
49,2024-05,2024-03,0
49,2024-05,2024-04,0
49,2024-05,2024-05,0
49,2024-05,2024-06,1
50,2024-02,2024-01,0
50,2024-02,2024-02,1
50,2024-02,2024-03,1
50,2024-02,2024-04,1
50,2024-02,2024-05,1
50,2024-02,2024-06,0
51,2024-04,2024-01,0
51,2024-04,2024-02,0
51,2024-04,2024-03,0
51,2024-04,2024-04,1
51,2024-04,2024-05,1
51,2024-04,2024-06,1
52,2024-06,2024-01,0
52,2024-06,2024-02,0
52,2024-06,2024-03,0
52,2024-06,2024-04,0
52,2024-06,2024-05,0
52,2024-06,2024-06,0
53,2024-05,2024-01,0
53,2024-05,2024-02,0
53,2024-05,2024-03,0
53,2024-05,2024-04,0
53,2024-05,2024-05,1
53,2024-05,2024-06,0
54,2024-03,2024-01,0
54,2024-03,2024-02,0
54,2024-03,2024-03,1
54,2024-03,2024-04,0
54,2024-03,2024-05,0
54,2024-03,2024-06,0
55,2024-05,2024-01,0
55,2024-05,2024-02,0
55,2024-05,2024-03,0
55,2024-05,2024-04,0
55,2024-05,2024-05,1
55,2024-05,2024-06,0
56,2024-02,2024-01,0
56,2024-02,2024-02,1
56,2024-02,2024-03,1
56,2024-02,2024-04,1
56,2024-02,2024-05,0
56,2024-02,2024-06,0
57,2024-05,2024-01,0
57,2024-05,2024-02,0
57,2024-05,2024-03,0
57,2024-05,2024-04,0
57,2024-05,2024-05,1
57,2024-05,2024-06,0
58,2024-01,2024-01,1
58,2024-01,2024-02,1
58,2024-01,2024-03,0
58,2024-01,2024-04,0
58,2024-01,2024-05,1
58,2024-01,2024-06,0
59,2024-01,2024-01,0
59,2024-01,2024-02,1
59,2024-01,2024-03,0
59,2024-01,2024-04,1
59,2024-01,2024-05,1
59,2024-01,2024-06,1
60,2024-04,2024-01,0
60,2024-04,2024-02,0
60,2024-04,2024-03,0
60,2024-04,2024-04,0
60,2024-04,2024-05,1
60,2024-04,2024-06,1
61,2024-06,2024-01,0
61,2024-06,2024-02,0
61,2024-06,2024-03,0
61,2024-06,2024-04,0
61,2024-06,2024-05,0
61,2024-06,2024-06,0
62,2024-01,2024-01,0
62,2024-01,2024-02,0
62,2024-01,2024-03,1
62,2024-01,2024-04,1
62,2024-01,2024-05,0
62,2024-01,2024-06,1
63,2024-06,2024-01,0
63,2024-06,2024-02,0
63,2024-06,2024-03,0
63,2024-06,2024-04,0
63,2024-06,2024-05,0
63,2024-06,2024-06,0
64,2024-02,2024-01,0
64,2024-02,2024-02,0
64,2024-02,2024-03,1
64,2024-02,2024-04,0
64,2024-02,2024-05,1
64,2024-02,2024-06,1
65,2024-02,2024-01,0
65,2024-02,2024-02,0
65,2024-02,2024-03,0
65,2024-02,2024-04,1
65,2024-02,2024-05,0
65,2024-02,2024-06,1
66,2024-03,2024-01,0
66,2024-03,2024-02,0
66,2024-03,2024-03,1
66,2024-03,2024-04,0
66,2024-03,2024-05,0
66,2024-03,2024-06,1
67,2024-01,2024-01,1
67,2024-01,2024-02,1
67,2024-01,2024-03,1
67,2024-01,2024-04,0
67,2024-01,2024-05,0
67,2024-01,2024-06,1
68,2024-02,2024-01,0
68,2024-02,2024-02,0
68,2024-02,2024-03,0
68,2024-02,2024-04,1
68,2024-02,2024-05,0
68,2024-02,2024-06,0
69,2024-02,2024-01,0
69,2024-02,2024-02,0
69,2024-02,2024-03,1
69,2024-02,2024-04,1
69,2024-02,2024-05,0
69,2024-02,2024-06,1
70,2024-01,2024-01,0
70,2024-01,2024-02,1
70,2024-01,2024-03,1
70,2024-01,2024-04,1
70,2024-01,2024-05,0
70,2024-01,2024-06,0
71,2024-02,2024-01,0
71,2024-02,2024-02,1
71,2024-02,2024-03,0
71,2024-02,2024-04,1
71,2024-02,2024-05,0
71,2024-02,2024-06,1
72,2024-06,2024-01,0
72,2024-06,2024-02,0
72,2024-06,2024-03,0
72,2024-06,2024-04,0
72,2024-06,2024-05,0
72,2024-06,2024-06,1
73,2024-04,2024-01,0
73,2024-04,2024-02,0
73,2024-04,2024-03,0
73,2024-04,2024-04,0
73,2024-04,2024-05,0
73,2024-04,2024-06,1
74,2024-02,2024-01,0
74,2024-02,2024-02,0
74,2024-02,2024-03,0
74,2024-02,2024-04,0
74,2024-02,2024-05,0
74,2024-02,2024-06,1
75,2024-04,2024-01,0
75,2024-04,2024-02,0
75,2024-04,2024-03,0
75,2024-04,2024-04,1
75,2024-04,2024-05,1
75,2024-04,2024-06,0
76,2024-02,2024-01,0
76,2024-02,2024-02,1
76,2024-02,2024-03,1
76,2024-02,2024-04,1
76,2024-02,2024-05,1
76,2024-02,2024-06,1
77,2024-03,2024-01,0
77,2024-03,2024-02,0
77,2024-03,2024-03,1
77,2024-03,2024-04,0
77,2024-03,2024-05,0
77,2024-03,2024-06,1
78,2024-02,2024-01,0
78,2024-02,2024-02,1
78,2024-02,2024-03,1
78,2024-02,2024-04,1
78,2024-02,2024-05,1
78,2024-02,2024-06,0
79,2024-04,2024-01,0
79,2024-04,2024-02,0
79,2024-04,2024-03,0
79,2024-04,2024-04,1
79,2024-04,2024-05,0
79,2024-04,2024-06,1
80,2024-06,2024-01,0
80,2024-06,2024-02,0
80,2024-06,2024-03,0
80,2024-06,2024-04,0
80,2024-06,2024-05,0
80,2024-06,2024-06,0
81,2024-01,2024-01,1
81,2024-01,2024-02,1
81,2024-01,2024-03,1
81,2024-01,2024-04,1
81,2024-01,2024-05,0
81,2024-01,2024-06,0
82,2024-02,2024-01,0
82,2024-02,2024-02,1
82,2024-02,2024-03,0
82,2024-02,2024-04,0
82,2024-02,2024-05,0
82,2024-02,2024-06,1
83,2024-03,2024-01,0
83,2024-03,2024-02,0
83,2024-03,2024-03,0
83,2024-03,2024-04,1
83,2024-03,2024-05,1
83,2024-03,2024-06,0
84,2024-04,2024-01,0
84,2024-04,2024-02,0
84,2024-04,2024-03,0
84,2024-04,2024-04,1
84,2024-04,2024-05,1
84,2024-04,2024-06,1
85,2024-02,2024-01,0
85,2024-02,2024-02,0
85,2024-02,2024-03,0
85,2024-02,2024-04,1
85,2024-02,2024-05,0
85,2024-02,2024-06,0
86,2024-01,2024-01,1
86,2024-01,2024-02,0
86,2024-01,2024-03,0
86,2024-01,2024-04,0
86,2024-01,2024-05,0
86,2024-01,2024-06,0
87,2024-06,2024-01,0
87,2024-06,2024-02,0
87,2024-06,2024-03,0
87,2024-06,2024-04,0
87,2024-06,2024-05,0
87,2024-06,2024-06,0
88,2024-05,2024-01,0
88,2024-05,2024-02,0
88,2024-05,2024-03,0
88,2024-05,2024-04,0
88,2024-05,2024-05,1
88,2024-05,2024-06,0
89,2024-02,2024-01,0
89,2024-02,2024-02,0
89,2024-02,2024-03,0
89,2024-02,2024-04,1
89,2024-02,2024-05,1
89,2024-02,2024-06,0
90,2024-03,2024-01,0
90,2024-03,2024-02,0
90,2024-03,2024-03,1
90,2024-03,2024-04,0
90,2024-03,2024-05,1
90,2024-03,2024-06,0
91,2024-03,2024-01,0
91,2024-03,2024-02,0
91,2024-03,2024-03,0
91,2024-03,2024-04,1
91,2024-03,2024-05,0
91,2024-03,2024-06,1
92,2024-02,2024-01,0
92,2024-02,2024-02,1
92,2024-02,2024-03,0
92,2024-02,2024-04,0
92,2024-02,2024-05,1
92,2024-02,2024-06,1
93,2024-05,2024-01,0
93,2024-05,2024-02,0
93,2024-05,2024-03,0
93,2024-05,2024-04,0
93,2024-05,2024-05,1
93,2024-05,2024-06,0
94,2024-05,2024-01,0
94,2024-05,2024-02,0
94,2024-05,2024-03,0
94,2024-05,2024-04,0
94,2024-05,2024-05,0
94,2024-05,2024-06,1
95,2024-02,2024-01,0
95,2024-02,2024-02,1
95,2024-02,2024-03,1
95,2024-02,2024-04,0
95,2024-02,2024-05,1
95,2024-02,2024-06,1
96,2024-01,2024-01,0
96,2024-01,2024-02,0
96,2024-01,2024-03,1
96,2024-01,2024-04,0
96,2024-01,2024-05,1
96,2024-01,2024-06,0
97,2024-01,2024-01,1
97,2024-01,2024-02,0
97,2024-01,2024-03,0
97,2024-01,2024-04,0
97,2024-01,2024-05,0
97,2024-01,2024-06,1
98,2024-03,2024-01,0
98,2024-03,2024-02,0
98,2024-03,2024-03,1
98,2024-03,2024-04,0
98,2024-03,2024-05,0
98,2024-03,2024-06,1
99,2024-06,2024-01,0
99,2024-06,2024-02,0
99,2024-06,2024-03,0
99,2024-06,2024-04,0
99,2024-06,2024-05,0
99,2024-06,2024-06,0
100,2024-01,2024-01,1
100,2024-01,2024-02,1
100,2024-01,2024-03,1
100,2024-01,2024-04,1
100,2024-01,2024-05,0
100,2024-01,2024-06,0
101,2024-03,2024-01,0
101,2024-03,2024-02,0
101,2024-03,2024-03,0
101,2024-03,2024-04,1
101,2024-03,2024-05,0
101,2024-03,2024-06,1
102,2024-04,2024-01,0
102,2024-04,2024-02,0
102,2024-04,2024-03,0
102,2024-04,2024-04,0
102,2024-04,2024-05,0
102,2024-04,2024-06,0
103,2024-05,2024-01,0
103,2024-05,2024-02,0
103,2024-05,2024-03,0
103,2024-05,2024-04,0
103,2024-05,2024-05,1
103,2024-05,2024-06,0
104,2024-05,2024-01,0
104,2024-05,2024-02,0
104,2024-05,2024-03,0
104,2024-05,2024-04,0
104,2024-05,2024-05,0
104,2024-05,2024-06,0
105,2024-01,2024-01,1
105,2024-01,2024-02,0
105,2024-01,2024-03,1
105,2024-01,2024-04,0
105,2024-01,2024-05,0
105,2024-01,2024-06,1
106,2024-06,2024-01,0
106,2024-06,2024-02,0
106,2024-06,2024-03,0
106,2024-06,2024-04,0
106,2024-06,2024-05,0
106,2024-06,2024-06,0
107,2024-05,2024-01,0
107,2024-05,2024-02,0
107,2024-05,2024-03,0
107,2024-05,2024-04,0
107,2024-05,2024-05,1
107,2024-05,2024-06,1
108,2024-02,2024-01,0
108,2024-02,2024-02,0
108,2024-02,2024-03,0
108,2024-02,2024-04,1
108,2024-02,2024-05,0
108,2024-02,2024-06,0
109,2024-01,2024-01,1
109,2024-01,2024-02,0
109,2024-01,2024-03,0
109,2024-01,2024-04,1
109,2024-01,2024-05,1
109,2024-01,2024-06,0
110,2024-06,2024-01,0
110,2024-06,2024-02,0
110,2024-06,2024-03,0
110,2024-06,2024-04,0
110,2024-06,2024-05,0
110,2024-06,2024-06,0
111,2024-03,2024-01,0
111,2024-03,2024-02,0
111,2024-03,2024-03,0
111,2024-03,2024-04,0
111,2024-03,2024-05,1
111,2024-03,2024-06,1
112,2024-02,2024-01,0
112,2024-02,2024-02,1
112,2024-02,2024-03,1
112,2024-02,2024-04,1
112,2024-02,2024-05,1
112,2024-02,2024-06,1
113,2024-06,2024-01,0
113,2024-06,2024-02,0
113,2024-06,2024-03,0
113,2024-06,2024-04,0
113,2024-06,2024-05,0
113,2024-06,2024-06,1
114,2024-01,2024-01,1
114,2024-01,2024-02,1
114,2024-01,2024-03,1
114,2024-01,2024-04,0
114,2024-01,2024-05,1
114,2024-01,2024-06,0
115,2024-01,2024-01,1
115,2024-01,2024-02,1
115,2024-01,2024-03,1
115,2024-01,2024-04,1
115,2024-01,2024-05,0
115,2024-01,2024-06,0
116,2024-05,2024-01,0
116,2024-05,2024-02,0
116,2024-05,2024-03,0
116,2024-05,2024-04,0
116,2024-05,2024-05,1
116,2024-05,2024-06,0
117,2024-02,2024-01,0
117,2024-02,2024-02,0
117,2024-02,2024-03,1
117,2024-02,2024-04,0
117,2024-02,2024-05,1
117,2024-02,2024-06,0
118,2024-06,2024-01,0
118,2024-06,2024-02,0
118,2024-06,2024-03,0
118,2024-06,2024-04,0
118,2024-06,2024-05,0
118,2024-06,2024-06,1
119,2024-01,2024-01,1
119,2024-01,2024-02,0
119,2024-01,2024-03,0
119,2024-01,2024-04,1
119,2024-01,2024-05,1
119,2024-01,2024-06,1
120,2024-01,2024-01,0
120,2024-01,2024-02,1
120,2024-01,2024-03,0
120,2024-01,2024-04,0
120,2024-01,2024-05,0
120,2024-01,2024-06,0
121,2024-05,2024-01,0
121,2024-05,2024-02,0
121,2024-05,2024-03,0
121,2024-05,2024-04,0
121,2024-05,2024-05,1
121,2024-05,2024-06,1
122,2024-04,2024-01,0
122,2024-04,2024-02,0
122,2024-04,2024-03,0
122,2024-04,2024-04,0
122,2024-04,2024-05,1
122,2024-04,2024-06,1
123,2024-02,2024-01,0
123,2024-02,2024-02,0
123,2024-02,2024-03,0
123,2024-02,2024-04,0
123,2024-02,2024-05,1
123,2024-02,2024-06,0
124,2024-04,2024-01,0
124,2024-04,2024-02,0
124,2024-04,2024-03,0
124,2024-04,2024-04,1
124,2024-04,2024-05,1
124,2024-04,2024-06,0
125,2024-01,2024-01,0
125,2024-01,2024-02,1
125,2024-01,2024-03,1
125,2024-01,2024-04,0
125,2024-01,2024-05,1
125,2024-01,2024-06,1
126,2024-04,2024-01,0
126,2024-04,2024-02,0
126,2024-04,2024-03,0
126,2024-04,2024-04,0
126,2024-04,2024-05,0
126,2024-04,2024-06,1
127,2024-06,2024-01,0
127,2024-06,2024-02,0
127,2024-06,2024-03,0
127,2024-06,2024-04,0
127,2024-06,2024-05,0
127,2024-06,2024-06,1
128,2024-01,2024-01,1
128,2024-01,2024-02,1
128,2024-01,2024-03,0
128,2024-01,2024-04,1
128,2024-01,2024-05,1
128,2024-01,2024-06,0
129,2024-01,2024-01,1
129,2024-01,2024-02,1
129,2024-01,2024-03,0
129,2024-01,2024-04,1
129,2024-01,2024-05,1
129,2024-01,2024-06,1
130,2024-03,2024-01,0
130,2024-03,2024-02,0
130,2024-03,2024-03,1
130,2024-03,2024-04,0
130,2024-03,2024-05,0
130,2024-03,2024-06,1
131,2024-04,2024-01,0
131,2024-04,2024-02,0
131,2024-04,2024-03,0
131,2024-04,2024-04,0
131,2024-04,2024-05,1
131,2024-04,2024-06,0
132,2024-06,2024-01,0
132,2024-06,2024-02,0
132,2024-06,2024-03,0
132,2024-06,2024-04,0
132,2024-06,2024-05,0
132,2024-06,2024-06,0
133,2024-06,2024-01,0
133,2024-06,2024-02,0
133,2024-06,2024-03,0
133,2024-06,2024-04,0
133,2024-06,2024-05,0
133,2024-06,2024-06,0
134,2024-05,2024-01,0
134,2024-05,2024-02,0
134,2024-05,2024-03,0
134,2024-05,2024-04,0
134,2024-05,2024-05,1
134,2024-05,2024-06,1
135,2024-05,2024-01,0
135,2024-05,2024-02,0
135,2024-05,2024-03,0
135,2024-05,2024-04,0
135,2024-05,2024-05,0
135,2024-05,2024-06,0
136,2024-05,2024-01,0
136,2024-05,2024-02,0
136,2024-05,2024-03,0
136,2024-05,2024-04,0
136,2024-05,2024-05,1
136,2024-05,2024-06,0
137,2024-04,2024-01,0
137,2024-04,2024-02,0
137,2024-04,2024-03,0
137,2024-04,2024-04,1
137,2024-04,2024-05,0
137,2024-04,2024-06,0
138,2024-06,2024-01,0
138,2024-06,2024-02,0
138,2024-06,2024-03,0
138,2024-06,2024-04,0
138,2024-06,2024-05,0
138,2024-06,2024-06,1
139,2024-01,2024-01,0
139,2024-01,2024-02,0
139,2024-01,2024-03,0
139,2024-01,2024-04,1
139,2024-01,2024-05,1
139,2024-01,2024-06,1
140,2024-02,2024-01,0
140,2024-02,2024-02,0
140,2024-02,2024-03,1
140,2024-02,2024-04,0
140,2024-02,2024-05,1
140,2024-02,2024-06,1
141,2024-01,2024-01,0
141,2024-01,2024-02,1
141,2024-01,2024-03,0
141,2024-01,2024-04,1
141,2024-01,2024-05,1
141,2024-01,2024-06,1
142,2024-02,2024-01,0
142,2024-02,2024-02,0
142,2024-02,2024-03,0
142,2024-02,2024-04,1
142,2024-02,2024-05,1
142,2024-02,2024-06,0
143,2024-04,2024-01,0
143,2024-04,2024-02,0
143,2024-04,2024-03,0
143,2024-04,2024-04,1
143,2024-04,2024-05,1
143,2024-04,2024-06,0
144,2024-02,2024-01,0
144,2024-02,2024-02,0
144,2024-02,2024-03,1
144,2024-02,2024-04,0
144,2024-02,2024-05,1
144,2024-02,2024-06,0
145,2024-02,2024-01,0
145,2024-02,2024-02,0
145,2024-02,2024-03,1
145,2024-02,2024-04,1
145,2024-02,2024-05,0
145,2024-02,2024-06,1
146,2024-05,2024-01,0
146,2024-05,2024-02,0
146,2024-05,2024-03,0
146,2024-05,2024-04,0
146,2024-05,2024-05,0
146,2024-05,2024-06,0
147,2024-01,2024-01,0
147,2024-01,2024-02,1
147,2024-01,2024-03,0
147,2024-01,2024-04,0
147,2024-01,2024-05,0
147,2024-01,2024-06,1
148,2024-02,2024-01,0
148,2024-02,2024-02,1
148,2024-02,2024-03,1
148,2024-02,2024-04,0
148,2024-02,2024-05,1
148,2024-02,2024-06,1
149,2024-01,2024-01,1
149,2024-01,2024-02,0
149,2024-01,2024-03,1
149,2024-01,2024-04,0
149,2024-01,2024-05,0
149,2024-01,2024-06,0
150,2024-04,2024-01,0
150,2024-04,2024-02,0
150,2024-04,2024-03,0
150,2024-04,2024-04,1
150,2024-04,2024-05,1
150,2024-04,2024-06,0
151,2024-01,2024-01,1
151,2024-01,2024-02,1
151,2024-01,2024-03,0
151,2024-01,2024-04,0
151,2024-01,2024-05,0
151,2024-01,2024-06,1
152,2024-02,2024-01,0
152,2024-02,2024-02,0
152,2024-02,2024-03,1
152,2024-02,2024-04,1
152,2024-02,2024-05,1
152,2024-02,2024-06,0
153,2024-05,2024-01,0
153,2024-05,2024-02,0
153,2024-05,2024-03,0
153,2024-05,2024-04,0
153,2024-05,2024-05,1
153,2024-05,2024-06,0
154,2024-04,2024-01,0
154,2024-04,2024-02,0
154,2024-04,2024-03,0
154,2024-04,2024-04,1
154,2024-04,2024-05,0
154,2024-04,2024-06,1
155,2024-03,2024-01,0
155,2024-03,2024-02,0
155,2024-03,2024-03,1
155,2024-03,2024-04,0
155,2024-03,2024-05,0
155,2024-03,2024-06,0
156,2024-05,2024-01,0
156,2024-05,2024-02,0
156,2024-05,2024-03,0
156,2024-05,2024-04,0
156,2024-05,2024-05,0
156,2024-05,2024-06,1
157,2024-01,2024-01,0
157,2024-01,2024-02,1
157,2024-01,2024-03,0
157,2024-01,2024-04,1
157,2024-01,2024-05,0
157,2024-01,2024-06,0
158,2024-06,2024-01,0
158,2024-06,2024-02,0
158,2024-06,2024-03,0
158,2024-06,2024-04,0
158,2024-06,2024-05,0
158,2024-06,2024-06,0
159,2024-02,2024-01,0
159,2024-02,2024-02,1
159,2024-02,2024-03,1
159,2024-02,2024-04,1
159,2024-02,2024-05,1
159,2024-02,2024-06,1
160,2024-04,2024-01,0
160,2024-04,2024-02,0
160,2024-04,2024-03,0
160,2024-04,2024-04,1
160,2024-04,2024-05,1
160,2024-04,2024-06,1
161,2024-02,2024-01,0
161,2024-02,2024-02,1
161,2024-02,2024-03,0
161,2024-02,2024-04,1
161,2024-02,2024-05,0
161,2024-02,2024-06,1
162,2024-04,2024-01,0
162,2024-04,2024-02,0
162,2024-04,2024-03,0
162,2024-04,2024-04,0
162,2024-04,2024-05,0
162,2024-04,2024-06,0
163,2024-02,2024-01,0
163,2024-02,2024-02,1
163,2024-02,2024-03,0
163,2024-02,2024-04,1
163,2024-02,2024-05,0
163,2024-02,2024-06,0
164,2024-03,2024-01,0
164,2024-03,2024-02,0
164,2024-03,2024-03,1
164,2024-03,2024-04,1
164,2024-03,2024-05,1
164,2024-03,2024-06,1
165,2024-03,2024-01,0
165,2024-03,2024-02,0
165,2024-03,2024-03,0
165,2024-03,2024-04,0
165,2024-03,2024-05,0
165,2024-03,2024-06,0
166,2024-03,2024-01,0
166,2024-03,2024-02,0
166,2024-03,2024-03,1
166,2024-03,2024-04,1
166,2024-03,2024-05,1
166,2024-03,2024-06,1
167,2024-04,2024-01,0
